departamento,municipio,zona_geografica,tipo_comunidad,altitud_msnm,poblacion_total,menores_5,adultos_mayores,gestantes,personas_discapacidad,distancia_km,tiempo_acceso_min,acceso_vial,transporte_disponible,agua_potable,alcantarillado,puesto_salud_cercano,cobertura_salud_pct,cobertura_vacunacion_pct,casos_prioritarios_30d,enfermedades_cronicas,alerta_epidemiologica,ultima_brigada_dias,brigadas_ultimos_12m,demanda_insatisfecha_pct,conectividad,temporada,riesgo_inundacion,riesgo_deslizamiento,prioridad
Antioquia,Carepa,Andina,Rural,2337,176,15,22,8,6,25.77,32.33,Difícil,Limitado,1,0,0,57.61,89.04,1,21,0,712,1,41.19,Buena,Lluvias,0.2,0.42,MEDIA
Antioquia,Sabaneta,Andina,Campesina,2047,64,10,3,1,3,53.03,81.75,Regular,Limitado,0,0,0,65.05,60.67,0,2,1,145,2,39.13,Regular,Transición,0.27,0.39,ALTA
Cundinamarca,Guatavita,Andina,Rural dispersa,1961,361,78,50,17,7,53.2,210.45,Difícil,Limitado,1,0,0,49.73,64.58,0,23,0,706,2,37.04,Regular,Seca,0.21,0.52,CRÍTICA
Córdoba,Puerto Escondido,Caribe,Rural,96,992,196,91,37,76,62.94,109.16,Difícil,No disponible,1,1,0,81.37,62.18,2,112,1,44,3,60.08,Baja,Seca,0.53,0.34,CRÍTICA
Magdalena,Ariguaní,Caribe,Indígena,309,137,18,13,4,6,25.93,41.15,Regular,Limitado,1,0,0,60.13,74.96,0,18,0,286,2,51.77,Buena,Seca,0.32,0.33,ALTA
Cundinamarca,El Colegio,Andina,Campesina,1922,260,32,16,3,13,24.13,89.17,Regular,Terrestre,1,1,0,58.87,82.76,0,14,0,68,3,15.84,Regular,Seca,0.13,0.39,BAJA
Quindío,Buenavista,Andina,Rural,1149,1335,122,81,22,61,16.03,20.26,Bueno,Terrestre,0,0,0,63.98,68.39,6,217,1,39,2,44.99,Buena,Transición,0.29,0.3,ALTA
Boyacá,Ventaquemada,Andina,Indígena,2465,377,72,22,9,13,49.68,141.57,Regular,Terrestre,1,0,0,74.1,77.28,2,22,0,67,2,37.26,Regular,Seca,0.2,0.5,ALTA
Norte de Santander,El Tarra,Andina,Rural dispersa,1494,191,21,17,8,13,47.3,62.26,Regular,Limitado,0,0,0,69.83,70.11,1,10,0,291,1,3.7,Sin conexión,Seca,0.18,0.41,ALTA
Santander,Cimitarra,Andina,Campesina,1073,338,30,45,11,18,31.61,38.4,Muy difícil,Terrestre + 4x4,1,1,0,81.47,84.68,1,40,0,184,4,44.75,Regular,Seca,0.36,0.58,ALTA
Caldas,Risaralda,Andina,Indígena,2122,380,44,31,18,11,18.57,72.22,Regular,No disponible,1,0,1,91.23,29.17,2,22,0,51,0,49.14,Baja,Lluvias,0.23,0.43,MEDIA
Putumayo,Orito,Amazonía,Rural,1272,824,101,131,16,8,64.38,180.38,Difícil,No disponible,1,0,0,45.23,63.62,5,114,0,62,0,28.37,Sin conexión,Transición,0.26,0.38,CRÍTICA
Tolima,Falán,Andina,Rural dispersa,894,113,16,16,4,7,34.88,128.64,Regular,Terrestre,0,0,0,80.16,44.51,2,18,0,137,3,37.22,Buena,Transición,0.41,0.43,ALTA
Chocó,Riosucio,Pacífica,Indígena,0,69,6,12,0,2,35.47,129.7,Regular,Fluvial + Terrestre,1,0,0,69.17,81.55,0,11,0,353,0,35.12,Sin conexión,Transición,0.61,0.4,ALTA
Tolima,Suárez,Andina,Campesina,926,332,61,35,11,19,23.45,34.16,Regular,Limitado,1,0,0,58.66,60.5,0,57,0,54,4,44.97,Baja,Lluvias,0.35,0.52,MEDIA
La Guajira,Urumita,Caribe,Indígena,139,183,28,26,7,10,106.59,133.76,Difícil,Limitado,0,0,0,81.45,83.87,0,13,0,730,2,67.09,Baja,Lluvias,0.4,0.23,CRÍTICA
Boyacá,Nuevo Colón,Andina,Rural dispersa,3224,143,25,13,1,7,19.96,57.34,Regular,Terrestre,0,1,1,58.4,64.42,1,25,0,243,3,19.07,Buena,Seca,0.16,0.54,MEDIA
Cauca,Puracé,Andina,Afrodescendiente,1665,673,58,56,19,17,38.27,44.36,Difícil,Terrestre + 4x4,0,0,0,48.65,67.57,4,67,0,101,3,38.01,Baja,Seca,0.3,0.58,ALTA
Cesar,Manaure Balcón del Cesar,Caribe,Rural,480,198,34,15,2,10,19.47,60.7,Regular,Terrestre,1,0,1,74.82,70.64,1,26,0,100,0,38.24,Buena,Lluvias,0.41,0.21,BAJA
Atlántico,Barranquilla,Caribe,Indígena,0,642,139,79,15,35,46.67,55.02,Bueno,Terrestre,0,0,0,67.84,34.15,3,95,0,30,1,67.76,Baja,Seca,0.27,0.09,ALTA
Boyacá,Chivatá,Andina,Indígena,2866,382,46,32,14,8,33.9,106.74,Difícil,No disponible,0,1,0,64.25,78.21,2,21,0,287,0,25.12,Regular,Lluvias,0.25,0.54,ALTA
Atlántico,Candelaria,Caribe,Rural dispersa,0,300,51,32,6,14,14.25,16.34,Difícil,Limitado,1,0,1,50.07,65.2,1,35,0,149,0,78.86,Sin conexión,Seca,0.35,0.09,ALTA
Cundinamarca,Medina,Andina,Rural dispersa,3065,295,34,46,7,23,69.41,130.15,Bueno,Motocicleta,0,0,0,72.99,63.75,0,37,0,63,2,31.1,Baja,Seca,0.31,0.51,ALTA
Cundinamarca,Cajicá,Andina,Rural,2988,139,25,12,3,10,1.0,1.74,Difícil,Limitado,1,1,1,77.31,87.17,0,7,1,730,1,44.9,Buena,Lluvias,0.33,0.36,MEDIA
Atlántico,Malambo,Caribe,Rural dispersa,30,131,23,11,2,9,94.51,210.64,Regular,Terrestre,1,0,0,71.57,74.72,1,9,0,338,0,37.08,Sin conexión,Seca,0.46,0.1,ALTA
Antioquia,San Carlos,Andina,Rural dispersa,1817,629,84,99,9,47,34.12,38.88,Regular,Terrestre,0,0,0,89.82,54.52,2,95,0,11,1,48.18,Regular,Lluvias,0.33,0.46,MEDIA
Santander,Chima,Andina,Rural,968,636,94,42,12,19,13.53,41.15,Difícil,No disponible,1,0,1,57.92,86.57,0,50,0,66,1,33.98,Baja,Lluvias,0.32,0.63,BAJA
Cundinamarca,Lenguazaque,Andina,Rural,2788,439,63,49,11,34,34.88,114.18,Difícil,Limitado,1,0,0,86.88,66.74,0,68,0,12,2,31.51,Regular,Seca,0.34,0.47,ALTA
Atlántico,Candelaria,Caribe,Rural dispersa,0,226,32,18,5,13,11.34,16.83,Regular,Terrestre,1,1,1,75.73,80.13,0,18,0,21,4,33.01,Baja,Transición,0.38,0.0,BAJA
Tolima,Falán,Andina,Rural,867,396,47,34,10,31,11.07,17.41,Bueno,Terrestre,1,0,1,68.03,66.13,0,69,0,61,2,30.19,Baja,Seca,0.47,0.5,BAJA
Cundinamarca,Tocaima,Andina,Rural dispersa,2774,262,23,17,3,18,26.46,59.2,Bueno,Terrestre + 4x4,1,0,0,73.23,72.66,1,36,0,208,1,2.0,Buena,Seca,0.19,0.5,MEDIA
Antioquia,San Jerónimo,Andina,Rural,1853,176,16,19,4,12,78.79,88.08,Muy difícil,Terrestre + 4x4,1,0,0,74.28,77.4,0,20,0,91,1,14.4,Buena,Seca,0.25,0.53,MEDIA
Cundinamarca,Apulo,Andina,Indígena,2647,1030,195,105,10,71,26.4,45.67,Muy difícil,Limitado,1,0,0,46.28,65.01,3,51,0,70,0,62.01,Baja,Seca,0.26,0.58,ALTA
Norte de Santander,San Cayetano,Andina,Rural,1658,411,87,63,8,6,26.64,62.26,Regular,Limitado,0,0,0,91.74,54.32,0,19,0,1,1,23.56,Baja,Transición,0.37,0.42,MEDIA
Boyacá,Nobsa,Andina,Rural,1726,1273,178,157,12,35,95.55,155.47,Difícil,Terrestre + 4x4,1,0,0,76.77,76.09,2,130,0,79,1,35.12,Regular,Lluvias,0.21,0.43,ALTA
Magdalena,Pijiño del Carmen,Caribe,Indígena,235,211,32,11,7,3,96.76,217.39,Difícil,Terrestre,0,0,0,46.54,98.0,0,27,0,396,1,31.91,Buena,Lluvias,0.38,0.43,ALTA
Tolima,Prado,Andina,Campesina,1131,403,80,29,11,17,38.74,42.32,Bueno,Terrestre,1,1,0,90.8,81.28,1,30,0,209,1,35.38,Buena,Seca,0.35,0.54,ALTA
Santander,Floridablanca,Andina,Indígena,1189,402,35,70,9,17,4.04,5.73,Regular,Limitado,1,0,1,71.14,71.63,3,41,1,199,1,34.66,Regular,Seca,0.33,0.56,MEDIA
Antioquia,Urrao,Andina,Indígena,1830,1276,214,151,42,73,55.96,148.71,Regular,No disponible,1,1,0,86.07,55.18,3,228,0,104,1,35.97,Baja,Lluvias,0.23,0.46,CRÍTICA
Boyacá,Nobsa,Andina,Campesina,2374,358,37,22,15,18,42.22,54.76,Difícil,No disponible,1,0,0,69.47,81.35,1,62,1,195,0,34.99,Baja,Lluvias,0.25,0.53,ALTA
Tolima,Alpujarra,Andina,Indígena,854,267,34,42,7,19,24.87,29.75,Regular,No disponible,1,0,0,90.03,73.71,1,30,0,13,2,7.51,Regular,Lluvias,0.4,0.44,MEDIA
Cundinamarca,Vergara,Andina,Indígena,3018,1450,254,191,29,18,37.4,44.31,Regular,Limitado,0,0,0,88.09,88.0,5,216,0,86,2,35.55,Regular,Seca,0.18,0.41,ALTA
Antioquia,Anorí,Andina,Indígena,2078,202,24,22,2,14,28.41,44.64,Difícil,Terrestre,1,0,0,77.27,67.71,1,10,0,223,1,26.75,Buena,Transición,0.21,0.37,MEDIA
Putumayo,Santiago,Amazonía,Indígena,1160,337,46,24,16,22,40.76,214.5,Regular,Fluvial,0,0,0,81.74,61.83,0,46,0,34,2,37.14,Baja,Lluvias,0.41,0.39,ALTA
Santander,Matanza,Andina,Campesina,1024,618,62,81,6,34,20.75,56.82,Regular,No disponible,0,1,0,54.28,84.1,1,84,0,179,2,53.64,Baja,Transición,0.21,0.37,MEDIA
Casanare,Pore,Orinoquía,Rural,384,518,89,56,15,12,23.75,48.55,Muy difícil,Limitado,1,0,0,87.98,56.14,1,34,0,80,1,76.23,Sin conexión,Lluvias,0.37,0.19,ALTA
Atlántico,Luruaco,Caribe,Rural,0,304,60,52,14,5,21.88,44.73,Regular,Limitado,1,1,0,74.03,67.32,1,29,0,128,0,2.31,Regular,Seca,0.29,0.04,MEDIA
Risaralda,Santa Rosa de Cabal,Andina,Rural,1286,127,10,17,5,2,9.43,12.14,Bueno,Terrestre,1,1,1,83.0,78.67,0,21,0,221,3,42.35,Sin conexión,Seca,0.25,0.39,BAJA
Risaralda,Santuario,Andina,Rural dispersa,1585,306,41,54,9,13,49.85,176.14,Regular,Terrestre,0,0,0,62.45,82.84,1,45,0,70,3,38.63,Regular,Seca,0.27,0.35,ALTA
Huila,Guadalupe,Andina,Rural dispersa,1026,528,80,72,22,14,37.07,148.03,Muy difícil,No disponible,0,1,0,63.86,68.16,0,66,0,664,1,54.61,Regular,Transición,0.4,0.45,CRÍTICA
Cauca,Bolívar,Andina,Afrodescendiente,1398,273,50,17,8,18,32.74,53.93,Regular,Limitado,1,0,0,83.85,88.13,1,23,0,153,1,29.49,Regular,Seca,0.17,0.57,MEDIA
Tolima,Melgar,Andina,Rural,859,543,110,47,7,16,11.93,25.43,Bueno,Terrestre,1,1,0,77.69,61.31,0,58,0,192,5,25.8,Buena,Seca,0.32,0.45,MEDIA
Boyacá,Sogamoso,Andina,Rural,2975,284,33,40,10,22,57.32,175.96,Bueno,No disponible,0,0,0,60.76,41.33,0,22,0,211,1,31.39,Buena,Seca,0.2,0.39,CRÍTICA
Magdalena,Santa Marta,Caribe,Campesina,388,220,40,13,2,8,35.58,97.06,Regular,Terrestre,0,0,0,62.61,79.38,2,23,0,2,2,34.67,Regular,Lluvias,0.39,0.19,MEDIA
Caldas,La Merced,Andina,Rural,2114,847,134,61,15,27,8.54,9.52,Bueno,Limitado,0,1,1,80.19,76.68,4,62,0,35,0,23.02,Baja,Lluvias,0.21,0.51,BAJA
Antioquia,San José de la Montaña,Andina,Rural dispersa,2014,541,110,75,10,40,63.67,148.54,Difícil,Limitado,1,0,0,60.92,43.98,2,35,0,16,1,38.01,Regular,Lluvias,0.3,0.45,ALTA
Valle del Cauca,Florida,Andina,Afrodescendiente,1874,415,68,29,17,25,30.46,64.13,Bueno,Terrestre,1,0,0,64.71,84.54,0,23,0,25,4,37.07,Regular,Lluvias,0.46,0.5,MEDIA
Antioquia,San Pedro de los Milagros,Andina,Indígena,2151,366,70,42,4,13,68.68,199.41,Bueno,Terrestre + 4x4,1,0,0,62.08,85.54,2,15,0,3,1,25.04,Regular,Seca,0.23,0.5,MEDIA
Huila,La Argentina,Andina,Rural,862,776,83,95,17,12,58.59,194.55,Regular,Terrestre,0,1,0,87.22,81.7,2,60,0,17,0,35.75,Regular,Transición,0.35,0.48,ALTA
Antioquia,Girardota,Andina,Rural,1931,290,62,36,11,3,25.1,91.27,Regular,No disponible,0,0,0,83.0,69.06,1,30,0,114,2,49.32,Buena,Lluvias,0.31,0.53,ALTA
Casanare,Orocué,Orinoquía,Indígena,494,387,82,22,5,8,63.57,86.07,Regular,No disponible,1,0,0,83.35,90.28,2,39,0,340,2,21.08,Baja,Transición,0.53,0.18,CRÍTICA
Meta,San Carlos de Guaroa,Orinoquía,Indígena,360,668,90,50,18,24,23.86,31.48,Regular,No disponible,0,1,0,61.75,37.61,0,115,0,56,4,61.14,Sin conexión,Seca,0.36,0.05,ALTA
Atlántico,Sabanagrande,Caribe,Rural dispersa,82,130,13,23,4,5,46.74,149.27,Bueno,Terrestre,0,1,0,56.33,56.08,2,21,0,100,3,46.42,Sin conexión,Lluvias,0.48,0.13,ALTA
Risaralda,Mistrató,Andina,Rural,1545,349,34,44,10,18,11.81,31.09,Bueno,No disponible,1,0,0,56.01,82.25,0,24,0,20,1,20.25,Buena,Seca,0.13,0.48,BAJA
Cundinamarca,Cabrera,Andina,Rural dispersa,2789,89,11,15,1,6,36.18,92.86,Regular,Limitado,0,0,0,86.92,71.33,2,4,0,351,1,33.47,Regular,Seca,0.26,0.43,ALTA
Nariño,Barbacoas,Andina,Campesina,2301,320,29,39,9,6,6.02,12.73,Difícil,Limitado,1,0,0,68.96,67.74,2,27,0,193,0,46.25,Regular,Lluvias,0.3,0.59,ALTA
Chocó,Río Iró,Pacífica,Campesina,135,148,28,8,3,11,132.15,288.58,Difícil,Fluvial + Terrestre,1,0,0,67.48,47.2,0,9,0,215,1,30.39,Sin conexión,Seca,0.44,0.61,CRÍTICA
Cundinamarca,Silvania,Andina,Campesina,3079,153,15,18,7,4,29.3,38.58,Bueno,Terrestre,1,0,0,68.83,52.02,0,21,0,78,3,42.97,Baja,Lluvias,0.27,0.31,MEDIA
Cesar,Río de Oro,Caribe,Rural dispersa,478,169,23,23,3,8,18.09,42.53,Difícil,Terrestre,0,0,1,78.22,39.49,0,20,0,36,0,22.28,Baja,Lluvias,0.36,0.36,MEDIA
Cauca,Páez,Andina,Campesina,1646,873,103,117,39,11,22.4,35.51,Difícil,Limitado,0,1,0,81.89,64.52,1,98,0,115,0,52.08,Baja,Transición,0.21,0.51,MEDIA
Chocó,El Atrato,Pacífica,Indígena,165,827,159,73,27,51,9.68,22.03,Muy difícil,Limitado,0,0,1,55.98,73.47,3,83,0,98,1,28.29,Sin conexión,Lluvias,0.62,0.56,MEDIA
Casanare,Aguazul,Orinoquía,Rural dispersa,441,322,32,43,12,7,28.23,51.84,Bueno,Terrestre + 4x4,0,0,0,72.36,71.98,1,46,0,193,0,16.82,Baja,Transición,0.42,0.09,MEDIA
Bolívar,Barranco de Loba,Caribe,Rural,126,263,50,44,12,6,21.47,25.87,Regular,Terrestre,1,1,0,84.25,65.06,1,23,0,125,2,60.12,Sin conexión,Transición,0.37,0.12,MEDIA
Santander,Mogotes,Andina,Rural dispersa,1356,1330,174,159,55,89,59.12,73.95,Difícil,Terrestre,1,1,0,87.62,78.54,1,152,0,204,4,38.43,Buena,Seca,0.39,0.41,ALTA
Valle del Cauca,Bugalagrande,Andina,Rural dispersa,1803,106,22,17,1,1,24.53,37.78,Bueno,Terrestre,0,0,0,59.4,86.38,0,17,0,11,2,7.85,Regular,Seca,0.42,0.4,BAJA
Guaviare,San José del Guaviare,Amazonía,Indígena,221,129,15,14,2,5,13.46,76.22,Bueno,Fluvial,0,0,1,66.26,80.44,1,13,0,211,1,32.06,Regular,Lluvias,0.42,0.11,MEDIA
Nariño,Colón,Andina,Campesina,2757,208,30,21,10,5,18.4,36.59,Muy difícil,Limitado,1,0,1,63.55,74.8,1,20,0,341,1,16.9,Buena,Lluvias,0.31,0.52,MEDIA
Norte de Santander,Cúcuta,Andina,Rural,1737,292,26,25,13,5,28.25,31.43,Difícil,Terrestre,0,1,0,86.99,68.77,1,23,0,160,0,69.1,Sin conexión,Transición,0.28,0.44,MEDIA
Santander,Suaita,Andina,Rural,1087,368,57,39,14,25,31.53,39.09,Difícil,Terrestre,1,0,0,58.42,66.59,2,61,0,218,0,35.87,Buena,Transición,0.19,0.49,ALTA
Cauca,Sotará,Andina,Rural dispersa,1904,434,77,22,4,31,12.14,14.35,Bueno,Terrestre + 4x4,1,0,0,66.27,67.47,2,17,0,45,5,44.01,Baja,Lluvias,0.35,0.46,BAJA
Antioquia,Frontino,Andina,Campesina,1782,111,17,18,3,4,37.4,44.01,Difícil,No disponible,1,0,0,71.84,63.3,1,12,0,45,1,48.06,Baja,Seca,0.24,0.5,MEDIA
Guainía,Inírida,Amazonía,Indígena,362,792,111,89,28,8,24.23,64.98,Regular,Fluvial,1,0,0,57.95,67.74,3,57,0,1,0,13.35,Sin conexión,Seca,0.5,0.17,MEDIA
Antioquia,Anzá,Andina,Rural dispersa,1560,553,97,39,22,17,19.06,32.98,Difícil,Limitado,1,0,1,79.1,50.59,3,81,1,562,0,41.74,Sin conexión,Transición,0.29,0.45,CRÍTICA
Cundinamarca,Tausa,Andina,Indígena,2556,183,25,23,7,3,45.13,53.5,Bueno,Limitado,0,0,0,84.13,43.86,1,23,0,186,0,9.77,Baja,Seca,0.34,0.47,ALTA
Cundinamarca,Ricaurte,Andina,Campesina,2302,268,45,29,6,8,24.94,44.2,Bueno,Terrestre,1,0,0,51.19,74.49,2,20,0,93,2,28.25,Baja,Seca,0.34,0.41,MEDIA
Cundinamarca,Tausa,Andina,Campesina,2065,127,14,14,2,6,24.69,33.99,Difícil,No disponible,0,1,0,70.2,58.82,3,21,0,2,1,32.85,Regular,Lluvias,0.29,0.31,MEDIA
Santander,Onzaga,Andina,Rural dispersa,1697,103,12,11,4,7,8.63,9.54,Muy difícil,No disponible,0,0,0,94.51,44.3,1,4,0,168,1,24.47,Buena,Seca,0.43,0.57,MEDIA
Norte de Santander,Ábrego,Andina,Rural dispersa,1938,425,46,49,13,12,12.19,15.02,Regular,Terrestre,1,0,1,47.77,66.86,1,42,0,393,0,27.22,Sin conexión,Transición,0.45,0.6,MEDIA
Antioquia,El Santuario,Andina,Rural dispersa,1547,402,80,32,13,15,47.74,69.08,Regular,Terrestre,0,0,0,68.57,70.44,1,39,0,23,3,17.63,Baja,Seca,0.37,0.42,MEDIA
Bolívar,Pinillos,Caribe,Afrodescendiente,130,1386,275,155,34,61,2.9,7.71,Difícil,Limitado,0,1,1,45.78,80.26,2,89,0,185,1,65.92,Buena,Seca,0.41,0.22,MEDIA
San Andrés y Providencia,Providencia y Santa Catalina Islas,Caribe,Rural dispersa,0,389,68,34,13,7,46.57,78.65,Regular,Marítimo,1,1,0,35.44,40.79,1,53,0,63,0,16.59,Buena,Lluvias,0.33,0.05,MEDIA
Meta,Puerto Lleras,Orinoquía,Rural dispersa,408,743,128,64,21,17,10.72,40.4,Difícil,Terrestre,1,0,1,59.37,65.12,0,96,0,276,1,44.45,Baja,Lluvias,0.33,0.0,MEDIA
Boyacá,Santa Sofía,Andina,Campesina,2668,382,75,49,4,27,64.58,80.19,Difícil,Terrestre + 4x4,1,1,0,77.0,70.83,2,44,1,22,0,38.2,Baja,Seca,0.13,0.5,ALTA
Santander,San Andrés,Andina,Rural dispersa,1294,472,71,76,22,18,8.71,9.7,Bueno,Limitado,1,0,1,76.91,84.87,0,33,0,488,2,41.99,Regular,Seca,0.37,0.43,MEDIA
Nariño,Pasto,Andina,Indígena,2960,100,15,13,2,1,25.8,31.84,Difícil,No disponible,1,0,0,70.15,51.45,0,12,0,41,0,36.6,Baja,Seca,0.43,0.59,MEDIA
Tolima,Mariquita,Andina,Rural,800,615,95,49,20,41,10.36,15.45,Regular,Terrestre,1,1,0,86.36,56.28,0,106,0,220,1,29.69,Buena,Lluvias,0.42,0.59,MEDIA
Nariño,El Tambo,Andina,Indígena,2188,1238,189,73,21,85,46.61,51.21,Regular,Terrestre,0,0,0,78.68,55.03,4,157,0,42,1,42.78,Sin conexión,Lluvias,0.31,0.47,ALTA
Caldas,Palestina,Andina,Rural dispersa,1782,173,30,17,2,6,63.45,99.99,Bueno,Terrestre,0,0,0,86.34,72.05,1,15,0,211,1,45.81,Regular,Seca,0.12,0.55,ALTA
Sucre,Los Palmitos,Caribe,Afrodescendiente,166,683,100,91,7,36,28.04,64.47,Regular,Limitado,0,0,0,93.39,75.12,3,98,0,13,0,57.5,Sin conexión,Lluvias,0.55,0.21,ALTA
Antioquia,Santa Rosa de Osos,Andina,Indígena,1656,492,90,33,22,24,90.28,161.81,Difícil,No disponible,1,0,0,96.71,78.41,1,20,0,3,0,12.53,Regular,Lluvias,0.44,0.39,ALTA
Antioquia,Caicedo,Andina,Rural dispersa,2001,354,65,59,5,5,51.78,86.07,Regular,Terrestre,0,1,0,73.53,80.59,0,47,1,166,0,38.42,Baja,Seca,0.27,0.45,CRÍTICA
Bolívar,Turbaco,Caribe,Afrodescendiente,65,342,54,46,16,17,53.8,207.17,Bueno,Terrestre,0,0,0,75.25,75.51,2,29,0,292,2,55.14,Baja,Lluvias,0.38,0.19,CRÍTICA
Tolima,Ataco,Andina,Rural dispersa,959,1731,242,233,67,17,14.96,45.06,Muy difícil,Limitado,1,1,0,64.55,63.41,1,82,0,160,0,47.62,Regular,Seca,0.18,0.49,MEDIA
Cauca,Timbiquí,Andina,Afrodescendiente,2143,71,9,4,3,0,11.48,16.61,Bueno,Limitado,0,0,1,84.44,56.49,0,9,0,38,1,39.81,Sin conexión,Seca,0.32,0.59,BAJA
Santander,Valle de San José,Andina,Rural dispersa,942,231,24,13,4,2,54.62,113.66,Regular,Terrestre,0,1,0,98.0,98.0,1,30,1,10,2,22.44,Buena,Lluvias,0.08,0.49,MEDIA
Caldas,Pácora,Andina,Afrodescendiente,1989,287,42,47,14,10,5.38,6.98,Regular,Terrestre,1,0,1,55.88,78.7,1,38,0,263,1,50.72,Baja,Seca,0.35,0.52,MEDIA
Antioquia,Venecia,Andina,Campesina,1934,482,61,40,7,22,78.02,159.37,Regular,Terrestre,0,0,0,70.35,53.54,0,61,0,483,2,60.53,Regular,Transición,0.25,0.4,CRÍTICA
Bolívar,Brazuelo de Papayal,Caribe,Campesina,221,1102,124,67,22,12,11.36,26.4,Difícil,Limitado,0,0,1,53.81,39.63,3,150,0,211,2,35.05,Regular,Seca,0.33,0.24,ALTA
Caldas,Marmato,Andina,Afrodescendiente,2408,630,53,100,17,34,11.19,15.95,Difícil,Limitado,0,0,0,89.8,69.88,2,61,0,58,2,36.35,Baja,Transición,0.32,0.34,MEDIA
Antioquia,Puerto Nare,Andina,Rural,1622,342,72,56,4,21,19.65,27.14,Regular,Terrestre,0,0,1,84.98,60.41,0,44,0,353,0,48.53,Regular,Lluvias,0.31,0.4,MEDIA
Boyacá,Ráquira,Andina,Indígena,2466,224,37,28,5,9,51.14,148.42,Regular,Terrestre,0,0,0,72.94,86.48,1,25,0,15,0,48.86,Regular,Transición,0.25,0.63,ALTA
Cauca,Caloto,Andina,Afrodescendiente,1827,134,13,20,1,5,69.3,86.49,Difícil,No disponible,0,0,0,64.93,58.76,0,21,1,165,1,33.36,Regular,Transición,0.24,0.59,CRÍTICA
La Guajira,Uribia,Caribe,Rural dispersa,176,681,90,118,7,21,72.65,156.59,Difícil,Limitado,0,1,0,81.87,57.09,1,101,0,30,1,30.64,Regular,Lluvias,0.24,0.0,ALTA
Chocó,Sipí,Pacífica,Afrodescendiente,49,191,39,33,3,3,22.11,64.8,Regular,Fluvial,1,1,0,53.07,68.16,0,13,0,255,3,18.49,Buena,Transición,0.72,0.55,MEDIA
Norte de Santander,Hacarí,Andina,Rural dispersa,1391,69,10,8,1,2,53.69,64.62,Regular,Terrestre,0,0,0,50.23,81.31,0,8,0,40,2,57.31,Buena,Transición,0.23,0.43,ALTA
Magdalena,Pueblo Viejo,Caribe,Rural,352,229,39,12,5,14,43.03,103.74,Muy difícil,Terrestre,1,1,0,85.62,53.82,0,24,0,10,0,33.38,Baja,Lluvias,0.5,0.42,ALTA
Antioquia,Yarumal,Andina,Afrodescendiente,2485,50,6,2,1,3,40.88,87.06,Difícil,No disponible,1,1,0,75.24,57.96,2,3,0,414,2,32.71,Baja,Lluvias,0.24,0.5,ALTA
Boyacá,Rondón,Andina,Campesina,2902,849,143,137,40,63,18.32,63.29,Bueno,Terrestre,1,0,0,72.63,79.67,3,55,0,20,2,13.8,Buena,Seca,0.32,0.54,MEDIA
Bolívar,Turbaná,Caribe,Campesina,44,570,48,63,20,38,41.98,51.3,Difícil,Terrestre,1,1,0,67.18,70.67,0,87,0,59,1,64.47,Baja,Lluvias,0.6,0.19,MEDIA
Antioquia,La Estrella,Andina,Rural,2018,1840,222,158,55,39,10.48,35.59,Difícil,Limitado,0,0,1,61.1,78.95,4,222,0,72,1,37.42,Regular,Transición,0.41,0.43,MEDIA
Santander,Barrancabermeja,Andina,Rural,1234,145,12,21,4,9,25.18,39.89,Regular,Terrestre,1,1,0,66.53,64.73,1,8,0,159,0,29.04,Baja,Lluvias,0.38,0.31,MEDIA
Chocó,Unguía,Pacífica,Campesina,0,505,62,41,10,36,89.31,189.77,Muy difícil,Fluvial,0,1,0,76.64,74.78,2,87,1,105,2,54.72,Buena,Seca,0.47,0.47,CRÍTICA
Cundinamarca,Zipaquirá,Andina,Rural,2175,285,35,15,4,18,12.86,14.73,Bueno,Limitado,0,0,0,63.37,51.49,0,16,1,305,4,30.38,Baja,Transición,0.34,0.42,MEDIA
Tolima,Coello,Andina,Campesina,664,178,37,19,7,7,10.32,16.97,Bueno,Terrestre,0,0,1,71.93,91.51,0,15,0,327,3,39.27,Baja,Lluvias,0.43,0.59,BAJA
Risaralda,Santuario,Andina,Rural dispersa,1457,335,43,29,6,18,31.36,35.09,Regular,Limitado,1,1,0,51.17,68.04,0,58,0,34,0,47.82,Regular,Seca,0.05,0.4,BAJA
Boyacá,San Luis de Gaceno,Andina,Rural,2620,106,21,15,3,6,55.64,90.93,Difícil,Terrestre + 4x4,1,0,0,72.65,94.76,1,10,0,261,0,33.56,Baja,Transición,0.23,0.52,CRÍTICA
Valle del Cauca,Florida,Andina,Rural dispersa,1501,105,21,9,3,6,52.14,190.85,Regular,Terrestre,0,0,0,98.0,56.39,1,10,0,55,2,16.35,Buena,Seca,0.34,0.5,ALTA
Cesar,González,Caribe,Campesina,222,50,6,8,1,3,26.15,65.81,Regular,Motocicleta,1,1,0,75.36,98.0,0,4,0,730,4,34.88,Baja,Seca,0.22,0.35,MEDIA
Antioquia,San Pedro de los Milagros,Andina,Campesina,1918,182,29,31,7,5,132.0,310.52,Regular,Limitado,1,1,0,85.2,79.32,0,24,0,395,4,18.23,Regular,Lluvias,0.44,0.65,CRÍTICA
Santander,Capitanejo,Andina,Rural,1313,140,14,21,4,10,24.84,75.15,Regular,Terrestre,1,1,0,53.29,81.59,0,17,0,117,3,21.8,Baja,Transición,0.42,0.59,BAJA
